,path,value,color
873,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_8,1,#3B1799
874,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_1,1,#AECC00
875,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_2,1,#10CC00
876,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_3,1,#7ACC96
877,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_4,1,#C8FF26
878,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_5,1,#FC7300
879,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_6,1,#72CC3D
880,root/P Glut/PB Lmx1a Glut/PB Lmx1a Glut_7,1,#7A7BCC
881,root/P Glut/PB-SUT Tlx3 Lhx2 Glut/PB-SUT Tlx3 Lhx2 Glut_1,1,#63662E
882,root/P Glut/PB Pax5 Glut/PB Pax5 Glut_1,1,#56663D
883,root/P Glut/PB Pax5 Glut/PB Pax5 Glut_2,1,#99885C
884,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_1,1,#f4a63f
885,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_2,1,#4A662E
886,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_3,1,#662E5F
887,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_4,1,#00CC60
888,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_5,1,#FFA74D
889,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_6,1,#F5FF4D
890,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_7,1,#00CCC0
891,root/P Glut/LDT-PCG Vsx2 Lhx4 Glut/LDT-PCG Vsx2 Lhx4 Glut_8,1,#1FCC28
892,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_1,1,#d1d11b
893,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_2,1,#005D99
894,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_3,1,#459974
895,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_4,1,#FF99AA
896,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_5,1,#7ACC8D
897,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_6,1,#175799
898,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_7,1,#8C4DFF
899,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_8,1,#b9bfbe
900,root/P Glut/PB Evx2 Glut/PB Evx2 Glut_9,1,#FF0600
901,root/P Glut/B-PB Nr4a2 Glut/B-PB Nr4a2 Glut_1,1,#CCC15C
902,root/P Glut/PCG-PRNr Vsx2 Nkx6-1 Glut/PCG-PRNr Vsx2 Nkx6-1 Glut_1,1,#5CCCA0
903,root/P Glut/PCG-PRNr Vsx2 Nkx6-1 Glut/PCG-PRNr Vsx2 Nkx6-1 Glut_2,1,#26FF5B
904,root/P Glut/PCG-PRNr Vsx2 Nkx6-1 Glut/PCG-PRNr Vsx2 Nkx6-1 Glut_3,1,#CC5C7B
905,root/P Glut/PCG-PRNr Vsx2 Nkx6-1 Glut/PCG-PRNr Vsx2 Nkx6-1 Glut_4,1,#C1CC1F
906,root/P Glut/PCG-PRNr Vsx2 Nkx6-1 Glut/PCG-PRNr Vsx2 Nkx6-1 Glut_5,1,#B0CC7A
907,root/P Glut/PCG-PRNr Vsx2 Nkx6-1 Glut/PCG-PRNr Vsx2 Nkx6-1 Glut_6,1,#991917
908,root/P Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1,1,#8BFF73
909,root/P Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2,1,#FF4D6C
910,root/P Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3,1,#DEFF99
911,root/P Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut/PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4,1,#AA1FCC
912,root/P Glut/PRNc-PARN Tlx1 Glut/PRNc-PARN Tlx1 Glut_1,1,#009947
913,root/P Glut/PRNc-PARN Tlx1 Glut/PRNc-PARN Tlx1 Glut_2,1,#e076d7
914,root/P Glut/PRNc-PARN Tlx1 Glut/PRNc-PARN Tlx1 Glut_3,1,#73FFE4
915,root/P Glut/PB-PSV Phox2b Glut/PB-PSV Phox2b Glut_1,1,#3DCC62
916,root/P Glut/PSV Pvalb Lhx2 Glut/PSV Pvalb Lhx2 Glut_1,1,#FF73FA
917,root/P Glut/PSV Pvalb Lhx2 Glut/PSV Pvalb Lhx2 Glut_2,1,#7B995C
918,root/P Glut/PSV Pvalb Lhx2 Glut/PSV Pvalb Lhx2 Glut_3,1,#2E8499
919,root/P Glut/PSV Pvalb Lhx2 Glut/PSV Pvalb Lhx2 Glut_4,1,#FF00AE
920,root/P Glut/PB-NTS Phox2b Ebf3 Lmx1b Glut/PB-NTS Phox2b Ebf3 Lmx1b Glut_1,1,#00995D
921,root/P Glut/PB-NTS Phox2b Ebf3 Lmx1b Glut/PB-NTS Phox2b Ebf3 Lmx1b Glut_2,1,#995C70
922,root/P Glut/PRNr Otp Nfib Glut/PRNr Otp Nfib Glut_1,1,#990052
923,root/P Glut/IPN-LDT Vsx2 Nkx6-1 Glut/IPN-LDT Vsx2 Nkx6-1 Glut_1,1,#36660F
924,root/P Glut/IPN-LDT Vsx2 Nkx6-1 Glut/IPN-LDT Vsx2 Nkx6-1 Glut_2,1,#7ACC84
925,root/P Glut/LDT Vsx2 Nkx6-1 Nfib Glut/LDT Vsx2 Nkx6-1 Nfib Glut_1,1,#26FF8B
926,root/P Glut/LDT Vsx2 Nkx6-1 Nfib Glut/LDT Vsx2 Nkx6-1 Nfib Glut_2,1,#6ACC5C
927,root/P Glut/NLL-SOC Spp1 Glut/NLL-SOC Spp1 Glut_1,1,#FF4DB1
928,root/P Glut/NLL-SOC Spp1 Glut/NLL-SOC Spp1 Glut_2,1,#457B99
929,root/P Glut/PG-TRN-LRN Fat2 Glut/PG-TRN-LRN Fat2 Glut_1,1,#990041
930,root/MY Glut/IRN Vip Glut/IRN Vip Glut_1,1,#4DD1FF
931,root/MY Glut/PRP-NI-PRNc-GRN Otp Glut/PRP-NI-PRNc-GRN Otp Glut_1,1,#3D6649
932,root/MY Glut/PRP-NI-PRNc-GRN Otp Glut/PRP-NI-PRNc-GRN Otp Glut_2,1,#CC1F40
933,root/MY Glut/PRP-NI-PRNc-GRN Otp Glut/PRP-NI-PRNc-GRN Otp Glut_3,1,#8A1799
934,root/MY Glut/PRP-NI-PRNc-GRN Otp Glut/PRP-NI-PRNc-GRN Otp Glut_4,1,#196600
935,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_1,1,#73FFD5
936,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_2,1,#992800
937,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_3,1,#490099
938,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_4,1,#4EFF4D
939,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_5,1,#457D99
940,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_6,1,#CC641F
941,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_7,1,#664E3D
942,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_8,1,#581799
943,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_9,1,#50992E
944,root/MY Glut/NTS Phox2b Glut/NTS Phox2b Glut_10,1,#2E996C
945,root/MY Glut/MARN-GRN Pyy Glut/MARN-GRN Pyy Glut_1,1,#f2a14b
946,root/MY Glut/MDRNv Lhx4 Qrfprl Glut/MDRNv Lhx4 Qrfprl Glut_1,1,#006657
947,root/MY Glut/NTS Mbnl3 Glut/NTS Mbnl3 Glut_1,1,#49f490
948,root/MY Glut/PGRNd Dmbx1 Glut/PGRNd Dmbx1 Glut_1,1,#FF73E3
949,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_1,1,#513D66
950,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_2,1,#459987
951,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_3,1,#73FFD9
952,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_4,1,#2E6643
953,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_5,1,#990089
954,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_6,1,#3d72ed
955,root/MY Glut/PGRN-PARN-MDRN Hoxb5 Glut/PGRN-PARN-MDRN Hoxb5 Glut_7,1,#EFFF26
956,root/MY Glut/MV-SPIV Slc6a2 Glut/MV-SPIV Slc6a2 Glut_1,1,#743DCC
957,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_1,1,#88CC5C
958,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_2,1,#eec9ff
959,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_3,1,#C30000
960,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_4,1,#003F00
961,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_5,1,#45994F
962,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_6,1,#002666
963,root/MY Glut/SPVI-SPVC Tlx3 Ebf3 Glut/SPVI-SPVC Tlx3 Ebf3 Glut_7,1,#8973FF
964,root/MY Glut/CU-ECU-SPVI Foxb1 Glut/CU-ECU-SPVI Foxb1 Glut_1,1,#A1FF26
965,root/MY Glut/CU-ECU-SPVI Foxb1 Glut/CU-ECU-SPVI Foxb1 Glut_2,1,#004F99
966,root/MY Glut/CU-ECU-SPVI Foxb1 Glut/CU-ECU-SPVI Foxb1 Glut_3,1,#FFEF26
967,root/MY Glut/CU-ECU-SPVI Foxb1 Glut/CU-ECU-SPVI Foxb1 Glut_4,1,#66502E
968,root/MY Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,1,#006662
969,root/MY Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut_2,1,#661F40
970,root/MY Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut_3,1,#26EB00
971,root/MY Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,1,#CC00C8
972,root/MY Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut/MV-SPIV Phox2b Ebf3 Lbx1 Glut_5,1,#CC1F5F
973,root/MY Glut/MV-SPIV Zic4 Neurod2 Glut/MV-SPIV Zic4 Neurod2 Glut_1,1,#0f8ee2
974,root/MY Glut/MV-SPIV Zic4 Neurod2 Glut/MV-SPIV Zic4 Neurod2 Glut_2,1,#73FF7C
975,root/MY Glut/MV-SPIV Zic4 Neurod2 Glut/MV-SPIV Zic4 Neurod2 Glut_3,1,#CC5C93
976,root/MY Glut/MV-SPIV Zic4 Neurod2 Glut/MV-SPIV Zic4 Neurod2 Glut_4,1,#179994
977,root/MY Glut/MV-SPIV Zic4 Neurod2 Glut/MV-SPIV Zic4 Neurod2 Glut_5,1,#e2dbff
978,root/MY Glut/NTS Aldh1a2 Glut/NTS Aldh1a2 Glut_1,1,#2E9968
979,root/MY Glut/CBN Neurod2 Pvalb Glut/CBN Neurod2 Pvalb Glut_1,1,#352E66
980,root/MY Glut/NTS Dbh Glut/NTS Dbh Glut_1,1,#FFAD73
981,root/MY Glut/NTS Dbh Glut/NTS Dbh Glut_2,1,#A33DCC
982,root/MY Glut/NTS Dbh Glut/NTS Dbh Glut_3,1,#99665C
983,root/MY Glut/NTS Dbh Glut/NTS Dbh Glut_4,1,#54FF00
984,root/MY Glut/NTS Dbh Glut/NTS Dbh Glut_5,1,#3DB3CC
985,root/MY Glut/NTS Dbh Glut/NTS Dbh Glut_6,1,#4DF9FF
986,root/MY Glut/DMX VII Tbx20 Chol/DMX VII Tbx20 Chol_1,1,#66003F
987,root/MY Glut/DMX VII Tbx20 Chol/DMX VII Tbx20 Chol_2,1,#665C2E
988,root/MY Glut/IO Fgl2 Glut/IO Fgl2 Glut_1,1,#663D4E
989,root/MY Glut/VCO Mafa Meis2 Glut/VCO Mafa Meis2 Glut_1,1,#994581
990,root/MY Glut/VCO Mafa Meis2 Glut/VCO Mafa Meis2 Glut_2,1,#2E3699
991,root/MY Glut/VCO Mafa Meis2 Glut/VCO Mafa Meis2 Glut_3,1,#c9ea67
992,root/MY Glut/VCO Mafa Meis2 Glut/VCO Mafa Meis2 Glut_4,1,#991738
993,root/MY Glut/SPVO Mafa Meis2 Glut/SPVO Mafa Meis2 Glut_1,1,#5C7699
994,root/MY Glut/SPVC Mafa Glut/SPVC Mafa Glut_1,1,#FF4D86
995,root/MY Glut/SPVC Mafa Glut/SPVC Mafa Glut_2,1,#64661F
996,root/MY Glut/SPVC Ccdc172 Glut/SPVC Ccdc172 Glut_1,1,#179985
997,root/MY Glut/SPVC Nmu Glut/SPVC Nmu Glut_1,1,#26FCFF
998,root/MY Glut/SPVC Nmu Glut/SPVC Nmu Glut_2,1,#5DCC5C
999,root/MY Glut/MDRNd Bves Glut/MDRNd Bves Glut_1,1,#2E6466
1000,root/MY Glut/MDRNv Crp Glut/MDRNv Crp Glut_1,1,#3E1F66
1001,root/MY Glut/HB Calcb Chol/HB Calcb Chol_1,1,#99007A
1002,root/MY Glut/HB Calcb Chol/HB Calcb Chol_2,1,#CACC3D
1003,root/MY Glut/HB Calcb Chol/HB Calcb Chol_3,1,#179982
1004,root/MY Glut/HB Calcb Chol/HB Calcb Chol_4,1,#87CC1F
1005,root/MY Glut/HB Calcb Chol/HB Calcb Chol_5,1,#FF8B26
1006,root/Pineal Glut/Pineal Crx Glut/Pineal Crx Glut_1,1,#3F663D
1007,root/P GABA/CS-RPO Meis2 Gaba/CS-RPO Meis2 Gaba_1,1,#CCA65C
1008,root/P GABA/CS-RPO Meis2 Gaba/CS-RPO Meis2 Gaba_2,1,#00B0CC
1009,root/P GABA/CS-RPO Meis2 Gaba/CS-RPO Meis2 Gaba_3,1,#FF8673
1010,root/P GABA/CS-RPO Meis2 Gaba/CS-RPO Meis2 Gaba_4,1,#99004C
1011,root/P GABA/CS-RPO Meis2 Gaba/CS-RPO Meis2 Gaba_5,1,#70FF00
1012,root/P GABA/PRNc Otp Gly-Gaba/PRNc Otp Gly-Gaba_1,1,#6F3DCC
1013,root/P GABA/PRNc Otp Gly-Gaba/PRNc Otp Gly-Gaba_2,1,#CCC95C
1014,root/P GABA/PRNc Otp Gly-Gaba/PRNc Otp Gly-Gaba_3,1,#CC8A1F
1015,root/P GABA/PRNc Otp Gly-Gaba/PRNc Otp Gly-Gaba_4,1,#630F66
1016,root/P GABA/PRNc Otp Gly-Gaba/PRNc Otp Gly-Gaba_5,1,#CC3700
1017,root/P GABA/PB Sst Gly-Gaba/PB Sst Gly-Gaba_1,1,#3D86CC
1018,root/P GABA/PB Sst Gly-Gaba/PB Sst Gly-Gaba_2,1,#edc915
1019,root/P GABA/PRNc Prox1 Brs3 Gly-Gaba/PRNc Prox1 Brs3 Gly-Gaba_1,1,#7AA8CC
1020,root/P GABA/CS-PRNr-DR En1 Sox2 Gaba/CS-PRNr-DR En1 Sox2 Gaba_1,1,#4DFFB7
1021,root/P GABA/CS-PRNr-DR En1 Sox2 Gaba/CS-PRNr-DR En1 Sox2 Gaba_2,1,#5D1FCC
1022,root/P GABA/LDT Fgf7 Gaba/LDT Fgf7 Gaba_1,1,#99A8FF
1023,root/P GABA/NI-RPO Gata3 Nr4a2 Gaba/NI-RPO Gata3 Nr4a2 Gaba_1,1,#FFC699
1024,root/P GABA/NI-RPO Gata3 Nr4a2 Gaba/NI-RPO Gata3 Nr4a2 Gaba_2,1,#2E9939
1025,root/P GABA/NI-RPO Gata3 Nr4a2 Gaba/NI-RPO Gata3 Nr4a2 Gaba_3,1,#CC3DA6
1026,root/P GABA/NI-RPO Gata3 Nr4a2 Gaba/NI-RPO Gata3 Nr4a2 Gaba_4,1,#8B7ACC
1027,root/P GABA/LDT-PCG-CS Gata3 Lhx1 Gaba/LDT-PCG-CS Gata3 Lhx1 Gaba_1,1,#992E7A
1028,root/P GABA/LDT-PCG-CS Gata3 Lhx1 Gaba/LDT-PCG-CS Gata3 Lhx1 Gaba_2,1,#1FCC00
1029,root/P GABA/LDT-PCG-CS Gata3 Lhx1 Gaba/LDT-PCG-CS Gata3 Lhx1 Gaba_3,1,#3A00CC
1030,root/P GABA/LDT-PCG-CS Gata3 Lhx1 Gaba/LDT-PCG-CS Gata3 Lhx1 Gaba_4,1,#FF4DC0
1031,root/P GABA/LDT-PCG-CS Gata3 Lhx1 Gaba/LDT-PCG-CS Gata3 Lhx1 Gaba_5,1,#CC695C
1032,root/P GABA/PDTg-PCG Pax6 Gaba/PDTg-PCG Pax6 Gaba_1,1,#002D99
1033,root/P GABA/PDTg-PCG Pax6 Gaba/PDTg-PCG Pax6 Gaba_2,1,#FF9073
1034,root/P GABA/PDTg-PCG Pax6 Gaba/PDTg-PCG Pax6 Gaba_3,1,#789900
1035,root/P GABA/PDTg-PCG Pax6 Gaba/PDTg-PCG Pax6 Gaba_4,1,#FF7F73
1036,root/P GABA/PDTg Otp Shroom3 Gaba/PDTg Otp Shroom3 Gaba_1,1,#FE26FF
1037,root/P GABA/PDTg Otp Olig3 Gaba/PDTg Otp Olig3 Gaba_1,1,#0F1B66
1038,root/P GABA/LDT-PCG St18 Gaba/LDT-PCG St18 Gaba_1,1,#3DCCB6
1039,root/P GABA/LDT-PCG St18 Gaba/LDT-PCG St18 Gaba_2,1,#1FB2CC
1040,root/P GABA/DTN-LDT-IPN Otp Pax3 Gaba/DTN-LDT-IPN Otp Pax3 Gaba_1,1,#3A2E99
1041,root/P GABA/DTN-LDT-IPN Otp Pax3 Gaba/DTN-LDT-IPN Otp Pax3 Gaba_2,1,#459999
1042,root/P GABA/DTN-LDT-IPN Otp Pax3 Gaba/DTN-LDT-IPN Otp Pax3 Gaba_3,1,#2E1F66
1043,root/P GABA/DTN-LDT-IPN Otp Pax3 Gaba/DTN-LDT-IPN Otp Pax3 Gaba_4,1,#FF4DD5
1044,root/P GABA/DTN-LDT-IPN Otp Pax3 Gaba/DTN-LDT-IPN Otp Pax3 Gaba_5,1,#2E9974
1045,root/P GABA/NLL Gata3 Gly-Gaba/NLL Gata3 Gly-Gaba_1,1,#a4fcb2
1046,root/P GABA/NLL Gata3 Gly-Gaba/NLL Gata3 Gly-Gaba_2,1,#7bb9ce
1047,root/P GABA/NLL Gata3 Gly-Gaba/NLL Gata3 Gly-Gaba_3,1,#76CC00
1048,root/P GABA/NLL Gata3 Gly-Gaba/NLL Gata3 Gly-Gaba_4,1,#f9db31
1049,root/P GABA/PSV Pax2 Gly-Gaba/PSV Pax2 Gly-Gaba_1,1,#FF4D62
1050,root/P GABA/PSV Pax2 Gly-Gaba/PSV Pax2 Gly-Gaba_2,1,#CC775C
1051,root/P GABA/NLL-po Pax7 Gaba/NLL-po Pax7 Gaba_1,1,#FF4DEA
1052,root/P GABA/POR Gata3 Gly-Gaba/POR Gata3 Gly-Gaba_1,1,#00FF55
1053,root/P GABA/POR Spp1 Gly-Gaba/POR Spp1 Gly-Gaba_1,1,#69FF26
1054,root/MY GABA/PRP Otp Gly-Gaba/PRP Otp Gly-Gaba_1,1,#FF4DA0
1055,root/MY GABA/PRP Otp Gly-Gaba/PRP Otp Gly-Gaba_2,1,#994559
1056,root/MY GABA/PRP Otp Gly-Gaba/PRP Otp Gly-Gaba_3,1,#5D1F66
1057,root/MY GABA/PRP Otp Gly-Gaba/PRP Otp Gly-Gaba_4,1,#CC0089
1058,root/MY GABA/PRP Otp Gly-Gaba/PRP Otp Gly-Gaba_5,1,#459946
1059,root/MY GABA/GRN-IRN-MDRNd Ikzf1 Gly-Gaba/GRN-IRN-MDRNd Ikzf1 Gly-Gaba_1,1,#CC008A
1060,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_1,1,#3DCC3E
1061,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_2,1,#73FFD3
1062,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_3,1,#976df9
1063,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_4,1,#4D6300
1064,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_5,1,#FFD100
1065,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_6,1,#F4FF73
1066,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_7,1,#FF2B26
1067,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_8,1,#553DCC
1068,root/MY GABA/MY Lhx1 Gly-Gaba/MY Lhx1 Gly-Gaba_9,1,#FF674D
1069,root/MY GABA/PPY-PGRNl Vip Glyc-Gaba/PPY-PGRNl Vip Glyc-Gaba_1,1,#CC0047
1070,root/MY GABA/MV-SPIV-PRP Dmbx1 Gly-Gaba/MV-SPIV-PRP Dmbx1 Gly-Gaba_1,1,#3D6DCC
1071,root/MY GABA/MV-SPIV-PRP Dmbx1 Gly-Gaba/MV-SPIV-PRP Dmbx1 Gly-Gaba_2,1,#FF7500
1072,root/MY GABA/MV-SPIV-PRP Dmbx1 Gly-Gaba/MV-SPIV-PRP Dmbx1 Gly-Gaba_3,1,#45996B
1073,root/MY GABA/MDRN Hoxb5 Ebf2 Gly-Gaba/MDRN Hoxb5 Ebf2 Gly-Gaba_1,1,#5CCCA4
1074,root/MY GABA/MDRNd Prox1 Pax6 Gly-Gaba/MDRNd Prox1 Pax6 Gly-Gaba_1,1,#8E1799
1075,root/MY GABA/MY Prox1 Lmo7 Gly-Gaba/MY Prox1 Lmo7 Gly-Gaba_1,1,#65660F
1076,root/MY GABA/NTS-MDRNd Prox1 Zic1 Gly-Gaba/NTS-MDRNd Prox1 Zic1 Gly-Gaba_1,1,#3DCCBF
1077,root/MY GABA/NTS-MDRNd Prox1 Zic1 Gly-Gaba/NTS-MDRNd Prox1 Zic1 Gly-Gaba_2,1,#4DFF7C
1078,root/MY GABA/MV Nkx6-1 Gly-Gaba/MV Nkx6-1 Gly-Gaba_1,1,#992E8C
1079,root/MY GABA/MV Nkx6-1 Gly-Gaba/MV Nkx6-1 Gly-Gaba_2,1,#ccf9ff
1080,root/MY GABA/PAS-MV Ebf2 Gly-Gaba/PAS-MV Ebf2 Gly-Gaba_1,1,#FFF399
1081,root/MY GABA/PAS-MV Ebf2 Gly-Gaba/PAS-MV Ebf2 Gly-Gaba_2,1,#549917
1082,root/MY GABA/PAS-MV Ebf2 Gly-Gaba/PAS-MV Ebf2 Gly-Gaba_3,1,#FF4626
1083,root/MY GABA/PAS-MV Ebf2 Gly-Gaba/PAS-MV Ebf2 Gly-Gaba_4,1,#CC00B6
1084,root/MY GABA/MV Pax6 Gly-Gaba/MV Pax6 Gly-Gaba_1,1,#FF26A1
1085,root/MY GABA/MV Pax6 Gly-Gaba/MV Pax6 Gly-Gaba_2,1,#1F6657
1086,root/MY GABA/CBN Dmbx1 Gaba/CBN Dmbx1 Gaba_1,1,#174999
1087,root/MY GABA/RPA Pax6 Hoxb5 Gly-Gaba/RPA Pax6 Hoxb5 Gly-Gaba_1,1,#5C9994
1088,root/MY GABA/CU-ECU Pax2 Gly-Gaba/CU-ECU Pax2 Gly-Gaba_1,1,#83e559
1089,root/MY GABA/PRP Gata3 Slc6a5 Gly-Gaba/PRP Gata3 Slc6a5 Gly-Gaba_1,1,#661F4F
1090,root/MY GABA/MARN-PPY Ngfr Gly-Gaba/MARN-PPY Ngfr Gly-Gaba_1,1,#999617
1091,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_1,1,#99FF73
1092,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_2,1,#00CC93
1093,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_3,1,#99FFC4
1094,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_4,1,#45997D
1095,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_5,1,#A1CC3D
1096,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_6,1,#999245
1097,root/MY GABA/PARN-MDRNd-NTS Gbx2 Gly-Gaba/PARN-MDRNd-NTS Gbx2 Gly-Gaba_7,1,#C000FF
1098,root/MY GABA/MV Nr4a2 Gly-Gaba/MV Nr4a2 Gly-Gaba_1,1,#663D57
1099,root/MY GABA/MV Xdh Gly-Gaba/MV Xdh Gly-Gaba_1,1,#3300FF
1100,root/MY GABA/IRN Dmbx1 Pax2 Gly-Gaba/IRN Dmbx1 Pax2 Gly-Gaba_1,1,#FFD199
1101,root/MY GABA/NTS-PARN Neurod2 Gly-Gaba/NTS-PARN Neurod2 Gly-Gaba_1,1,#3D5666
1102,root/MY GABA/NTS-PARN Neurod2 Gly-Gaba/NTS-PARN Neurod2 Gly-Gaba_2,1,#0015CC
1103,root/MY GABA/NTS-PARN Neurod2 Gly-Gaba/NTS-PARN Neurod2 Gly-Gaba_3,1,#729945
1104,root/MY GABA/NTS-PARN Neurod2 Gly-Gaba/NTS-PARN Neurod2 Gly-Gaba_4,1,#4E2E99
1105,root/MY GABA/NTS-PARN Neurod2 Gly-Gaba/NTS-PARN Neurod2 Gly-Gaba_5,1,#3D6466
1106,root/MY GABA/NTS-PARN Neurod2 Gly-Gaba/NTS-PARN Neurod2 Gly-Gaba_6,1,#5CCC8C
1107,root/MY GABA/SPVI-SPVC Sall3 Nfib Gly-Gaba/SPVI-SPVC Sall3 Nfib Gly-Gaba_1,1,#663D65
1108,root/MY GABA/SPVI-SPVC Sall3 Nfib Gly-Gaba/SPVI-SPVC Sall3 Nfib Gly-Gaba_2,1,#4D6FFF
1109,root/MY GABA/SPVI-SPVC Sall3 Lhx1 Gly-Gaba/SPVI-SPVC Sall3 Lhx1 Gly-Gaba_1,1,#19660F
1110,root/MY GABA/SPVI-SPVC Sall3 Lhx1 Gly-Gaba/SPVI-SPVC Sall3 Lhx1 Gly-Gaba_2,1,#FF804D
